Lot/Order ID,AM or PM,Browser Info,Company,Fabric Type,Material Composition,Color/Pattern,Quantity (Meters),Price per Meter,Credit Card,CC Exp Date,CC Security Code,CC Provider,Email,IP Address,Language,Purchase Price,Shipping Address
629 - 895891,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Global Apparel Corp Inc,Silk Satin,100% Mulberry Silk,Indigo Blue,745.95,45.0,6875063519036133,03/28,418,Visa,purchasing@globalapparelcorpinc.com,218.12.171.216,fr,33567.75,"4149 Industrial Pkwy, Suite 65, Textile City, TX 78879"
344 - 457356,AM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Elite Fabrics LLC,Silk Satin,100% Mulberry Silk,Off-White,1032.47,45.0,1997179110065120,08/26,408,Discover,purchasing@elitefabricsllc.com,155.26.150.218,es,46461.15,"6681 Industrial Pkwy, Suite 59, Textile City, TX 78367"
338 - 728700,AM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Classic Tailors Partners,Velvet,100% Rayon,Crimson Red,974.18,22.0,6991507859311091,10/32,960,Mastercard,purchasing@classictailorspartners.com,77.181.215.124,it,21431.96,"7384 Industrial Pkwy, Suite 105, Textile City, TX 76991"
240 - 935741,AM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Vogue Trends Ltd Inc,Denim,100% Cotton,Emerald Green,785.31,12.5,9685498227495450,09/30,773,Mastercard,purchasing@voguetrendsltdinc.com,225.27.216.89,de,9816.38,"3382 Industrial Pkwy, Suite 337, Textile City, TX 76648"
904 - 171726,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Modern Textures Partners,Chiffon,100% Polyester,Black,359.05,6.25,9599594652170730,11/27,809,Mastercard,purchasing@moderntexturespartners.com,135.169.192.53,es,2244.06,"3118 Industrial Pkwy, Suite 432, Textile City, TX 75055"
471 - 110372,AM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Global Apparel Corp Group,Denim,100% Cotton,Crimson Red,1272.18,12.5,2473950033423425,09/27,282,Mastercard,purchasing@globalapparelcorpgroup.com,37.10.70.98,it,15902.25,"1918 Industrial Pkwy, Suite 183, Textile City, TX 76722"
412 - 578364,AM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Urban Outfitters Inc. LLC,Jacquard,70% Cotton / 30% Silk,Charcoal Grey,1194.9,28.5,8961122338655963,01/32,730,Mastercard,purchasing@urbanoutfittersinc.llc.com,95.126.27.162,fr,34054.65,"2171 Industrial Pkwy, Suite 445, Textile City, TX 79163"
698 - 612743,AM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Modern Textures Group,Linen Blend,55% Linen / 45% Cotton,Emerald Green,1347.58,14.2,2868578725587774,10/29,753,Visa,purchasing@moderntexturesgroup.com,127.120.202.56,fr,19135.64,"7063 Industrial Pkwy, Suite 465, Textile City, TX 78089"
685 - 264845,PM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Elite Fabrics Group,Polyester Taffeta,100% Polyester,Charcoal Grey,604.44,4.5,2147853907895677,07/29,476,Discover,purchasing@elitefabricsgroup.com,57.226.119.68,it,2719.98,"1343 Industrial Pkwy, Suite 193, Textile City, TX 75675"
401 - 983533,AM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,EcoWeave Fashion Group,Merino Wool,100% Merino Wool,Mustard Yellow,1185.54,35.0,1150835354443928,05/26,888,American Express,purchasing@ecoweavefashiongroup.com,115.207.6.121,it,41493.9,"8499 Industrial Pkwy, Suite 399, Textile City, TX 76222"
986 - 516814,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",EcoWeave Fashion Partners,Merino Wool,100% Merino Wool,Indigo Blue,774.71,35.0,3898775153663778,01/28,242,Mastercard,purchasing@ecoweavefashionpartners.com,180.181.173.58,es,27114.85,"7074 Industrial Pkwy, Suite 361, Textile City, TX 78304"
881 - 916466,PM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Nordic Loom Group,Velvet,100% Rayon,Navy Blue,976.55,22.0,9022599996636186,04/29,211,American Express,purchasing@nordicloomgroup.com,89.47.87.27,it,21484.1,"9158 Industrial Pkwy, Suite 100, Textile City, TX 75262"
946 - 822494,PM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Vogue Trends Ltd LLC,Jacquard,70% Cotton / 30% Silk,Blush Pink,743.46,28.5,1643348170580256,07/27,213,Mastercard,purchasing@voguetrendsltdllc.com,29.199.105.34,de,21188.61,"5175 Industrial Pkwy, Suite 231, Textile City, TX 78889"
262 - 733035,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Elite Fabrics Partners,Chiffon,100% Polyester,Mustard Yellow,1065.46,6.25,4302716938597779,01/31,193,American Express,purchasing@elitefabricspartners.com,194.152.200.157,de,6659.12,"6900 Industrial Pkwy, Suite 137, Textile City, TX 76471"
732 - 868862,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Classic Tailors LLC,Canvas,100% Heavy Cotton,Navy Blue,289.02,11.0,9160324841376815,02/32,207,American Express,purchasing@classictailorsllc.com,65.22.236.7,en,3179.22,"7667 Industrial Pkwy, Suite 205, Textile City, TX 77815"
863 - 518740,AM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Global Apparel Corp Group,Organic Cotton,100% Organic Cotton,Charcoal Grey,230.02,8.75,4125777118372742,03/32,118,Visa,purchasing@globalapparelcorpgroup.com,201.200.86.20,it,2012.68,"283 Industrial Pkwy, Suite 356, Textile City, TX 77238"
257 - 562063,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",EcoWeave Fashion Group,Denim,100% Cotton,Blush Pink,90.52,12.5,8370816470900633,06/27,304,Visa,purchasing@ecoweavefashiongroup.com,15.172.98.175,it,1131.5,"1135 Industrial Pkwy, Suite 122, Textile City, TX 75791"
916 - 975964,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Global Apparel Corp Partners,Polyester Taffeta,100% Polyester,Indigo Blue,614.32,4.5,8155839386613315,06/27,115,Discover,purchasing@globalapparelcorppartners.com,129.112.33.169,fr,2764.44,"6145 Industrial Pkwy, Suite 32, Textile City, TX 75551"
323 - 531066,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Stitch & Thread Co. LLC,Jacquard,70% Cotton / 30% Silk,Black,1071.71,28.5,4195625257150997,07/30,755,Mastercard,purchasing@stitchandthreadco.llc.com,15.119.10.158,en,30543.74,"5160 Industrial Pkwy, Suite 131, Textile City, TX 78510"
875 - 355376,AM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Vogue Trends Ltd Inc,Denim,100% Cotton,Emerald Green,1278.06,12.5,7432630397524508,07/31,932,American Express,purchasing@voguetrendsltdinc.com,96.175.124.53,zh,15975.75,"985 Industrial Pkwy, Suite 474, Textile City, TX 77034"
920 - 820738,AM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Elite Fabrics Inc,Chiffon,100% Polyester,Charcoal Grey,288.03,6.25,2701713023212983,04/30,180,Discover,purchasing@elitefabricsinc.com,62.125.217.46,zh,1800.19,"4179 Industrial Pkwy, Suite 165, Textile City, TX 77337"
690 - 570046,AM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Modern Textures Group,Jacquard,70% Cotton / 30% Silk,Crimson Red,423.07,28.5,5662776896270661,05/30,650,Mastercard,purchasing@moderntexturesgroup.com,130.156.232.73,es,12057.49,"9310 Industrial Pkwy, Suite 320, Textile City, TX 78939"
173 - 449421,AM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",EcoWeave Fashion LLC,Linen Blend,55% Linen / 45% Cotton,Blush Pink,1437.79,14.2,3008576665674916,01/26,494,Mastercard,purchasing@ecoweavefashionllc.com,209.178.250.163,it,20416.62,"6132 Industrial Pkwy, Suite 366, Textile City, TX 75472"
766 - 504051,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",EcoWeave Fashion Partners,Velvet,100% Rayon,Off-White,801.88,22.0,0502497243992011,11/31,493,Discover,purchasing@ecoweavefashionpartners.com,60.216.84.213,es,17641.36,"4243 Industrial Pkwy, Suite 364, Textile City, TX 77475"
612 - 659102,PM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Classic Tailors Group,Organic Cotton,100% Organic Cotton,Crimson Red,593.24,8.75,1952436402701168,07/31,395,Discover,purchasing@classictailorsgroup.com,192.68.101.125,de,5190.85,"8334 Industrial Pkwy, Suite 495, Textile City, TX 75903"
561 - 694639,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",EcoWeave Fashion Group,Chiffon,100% Polyester,Off-White,63.78,6.25,2346791214161415,01/30,340,Discover,purchasing@ecoweavefashiongroup.com,80.3.21.25,de,398.62,"8657 Industrial Pkwy, Suite 415, Textile City, TX 75059"
484 - 732275,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Modern Textures Inc,Organic Cotton,100% Organic Cotton,Indigo Blue,922.77,8.75,9655553566905510,08/32,815,Discover,purchasing@moderntexturesinc.com,234.143.127.95,es,8074.24,"7885 Industrial Pkwy, Suite 273, Textile City, TX 78384"
776 - 297064,AM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Global Apparel Corp Inc,Organic Cotton,100% Organic Cotton,Navy Blue,1205.39,8.75,0573976915671649,04/31,246,Visa,purchasing@globalapparelcorpinc.com,89.239.86.230,es,10547.16,"1995 Industrial Pkwy, Suite 256, Textile City, TX 79429"
346 - 355177,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Stitch & Thread Co. Group,Polyester Taffeta,100% Polyester,Blush Pink,1369.74,4.5,6025643471287153,10/32,715,Visa,purchasing@stitchandthreadco.group.com,202.195.223.207,de,6163.83,"3762 Industrial Pkwy, Suite 142, Textile City, TX 75947"
397 - 191939,AM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Urban Outfitters Inc. LLC,Jacquard,70% Cotton / 30% Silk,Black,906.63,28.5,1952569040983665,06/32,795,Mastercard,purchasing@urbanoutfittersinc.llc.com,39.202.4.138,es,25838.95,"5276 Industrial Pkwy, Suite 84, Textile City, TX 77431"
957 - 329537,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Vogue Trends Ltd Inc,Linen Blend,55% Linen / 45% Cotton,Indigo Blue,1388.58,14.2,2095481497374605,03/32,833,Mastercard,purchasing@voguetrendsltdinc.com,210.91.249.187,es,19717.84,"5000 Industrial Pkwy, Suite 427, Textile City, TX 76304"
122 - 674559,PM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Classic Tailors Partners,Chiffon,100% Polyester,Navy Blue,472.07,6.25,5661844386125904,08/31,267,Mastercard,purchasing@classictailorspartners.com,49.107.111.206,it,2950.44,"3305 Industrial Pkwy, Suite 386, Textile City, TX 75074"
470 - 861221,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Classic Tailors Partners,Merino Wool,100% Merino Wool,Black,1434.11,35.0,2015720185962630,02/27,506,Discover,purchasing@classictailorspartners.com,179.192.45.200,es,50193.85,"6360 Industrial Pkwy, Suite 150, Textile City, TX 78646"
476 - 112166,AM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Stitch & Thread Co. Group,Silk Satin,100% Mulberry Silk,Olive Green,318.09,45.0,7830999741926764,10/27,201,American Express,purchasing@stitchandthreadco.group.com,220.10.201.143,zh,14314.05,"8784 Industrial Pkwy, Suite 260, Textile City, TX 75523"
631 - 977809,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Stitch & Thread Co. LLC,Polyester Taffeta,100% Polyester,Olive Green,298.82,4.5,9208751029321840,02/26,618,American Express,purchasing@stitchandthreadco.llc.com,180.0.127.77,en,1344.69,"8610 Industrial Pkwy, Suite 473, Textile City, TX 77403"
774 - 660046,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Nordic Loom Partners,Merino Wool,100% Merino Wool,Crimson Red,1107.2,35.0,5859883103032432,10/30,321,American Express,purchasing@nordicloompartners.com,120.38.130.67,es,38752.0,"2775 Industrial Pkwy, Suite 214, Textile City, TX 78736"
185 - 366526,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Elite Fabrics LLC,Jacquard,70% Cotton / 30% Silk,Blush Pink,145.64,28.5,1435989262566093,02/28,227,Visa,purchasing@elitefabricsllc.com,175.45.185.233,fr,4150.74,"4576 Industrial Pkwy, Suite 84, Textile City, TX 76849"
380 - 110342,AM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",EcoWeave Fashion Partners,Organic Cotton,100% Organic Cotton,Mustard Yellow,1218.82,8.75,1128497185948491,01/27,425,Discover,purchasing@ecoweavefashionpartners.com,185.206.244.152,de,10664.67,"4344 Industrial Pkwy, Suite 14, Textile City, TX 79207"
830 - 263044,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Classic Tailors Inc,Merino Wool,100% Merino Wool,Blush Pink,1167.34,35.0,0539672757844683,05/31,978,Visa,purchasing@classictailorsinc.com,228.46.40.20,it,40856.9,"4032 Industrial Pkwy, Suite 493, Textile City, TX 75767"
269 - 703263,AM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Luxe Garments Partners,Velvet,100% Rayon,Navy Blue,1448.74,22.0,0682778816093068,12/28,350,Visa,purchasing@luxegarmentspartners.com,184.115.89.20,fr,31872.28,"2284 Industrial Pkwy, Suite 273, Textile City, TX 77894"
152 - 543256,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Vogue Trends Ltd Inc,Chiffon,100% Polyester,Black,1280.11,6.25,1538144744309634,11/30,945,Visa,purchasing@voguetrendsltdinc.com,26.182.3.158,es,8000.69,"5482 Industrial Pkwy, Suite 162, Textile City, TX 77899"
209 - 105404,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Classic Tailors Inc,Polyester Taffeta,100% Polyester,Blush Pink,1343.68,4.5,0167318826170243,08/29,483,American Express,purchasing@classictailorsinc.com,149.137.55.254,es,6046.56,"7298 Industrial Pkwy, Suite 92, Textile City, TX 76145"
462 - 883381,PM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Urban Outfitters Inc. LLC,Polyester Taffeta,100% Polyester,Blush Pink,777.69,4.5,1340266502374167,09/29,919,Mastercard,purchasing@urbanoutfittersinc.llc.com,201.199.67.29,en,3499.61,"446 Industrial Pkwy, Suite 74, Textile City, TX 76274"
452 - 624288,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Global Apparel Corp Inc,Linen Blend,55% Linen / 45% Cotton,Blush Pink,337.7,14.2,6906744716392823,05/32,217,American Express,purchasing@globalapparelcorpinc.com,192.52.92.49,zh,4795.34,"2536 Industrial Pkwy, Suite 127, Textile City, TX 75986"
235 - 520775,AM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,EcoWeave Fashion LLC,Merino Wool,100% Merino Wool,Off-White,440.41,35.0,6093106684335670,09/29,759,Visa,purchasing@ecoweavefashionllc.com,83.179.214.64,fr,15414.35,"879 Industrial Pkwy, Suite 103, Textile City, TX 75334"
100 - 154662,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Luxe Garments Partners,Velvet,100% Rayon,Olive Green,926.84,22.0,4916247554110825,06/31,929,American Express,purchasing@luxegarmentspartners.com,72.141.107.150,es,20390.48,"1529 Industrial Pkwy, Suite 464, Textile City, TX 75871"
233 - 760140,AM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Nordic Loom LLC,Polyester Taffeta,100% Polyester,Navy Blue,963.3,4.5,3711895473820236,09/31,358,American Express,purchasing@nordicloomllc.com,42.223.34.124,es,4334.85,"8681 Industrial Pkwy, Suite 486, Textile City, TX 79127"
909 - 122937,AM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Vogue Trends Ltd Inc,Denim,100% Cotton,Crimson Red,879.25,12.5,0903678812786866,10/28,311,Mastercard,purchasing@voguetrendsltdinc.com,163.4.233.129,it,10990.62,"8702 Industrial Pkwy, Suite 142, Textile City, TX 77485"
972 - 331039,PM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Elite Fabrics Group,Polyester Taffeta,100% Polyester,Off-White,1422.32,4.5,2308340242403381,01/31,455,American Express,purchasing@elitefabricsgroup.com,238.135.68.105,zh,6400.44,"4931 Industrial Pkwy, Suite 176, Textile City, TX 75469"
740 - 955556,AM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,EcoWeave Fashion Inc,Organic Cotton,100% Organic Cotton,Navy Blue,386.0,8.75,2408916498373543,10/31,927,Discover,purchasing@ecoweavefashioninc.com,197.222.188.38,es,3377.5,"1635 Industrial Pkwy, Suite 263, Textile City, TX 76486"
570 - 294015,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Nordic Loom Partners,Denim,100% Cotton,Black,194.61,12.5,2404226931216376,02/31,639,Mastercard,purchasing@nordicloompartners.com,110.10.56.212,en,2432.62,"816 Industrial Pkwy, Suite 77, Textile City, TX 77034"
888 - 187656,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Nordic Loom Group,Jacquard,70% Cotton / 30% Silk,Off-White,80.75,28.5,0185132797245723,01/30,808,American Express,purchasing@nordicloomgroup.com,23.52.151.27,zh,2301.38,"6904 Industrial Pkwy, Suite 82, Textile City, TX 75009"
329 - 125166,AM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Classic Tailors LLC,Organic Cotton,100% Organic Cotton,Blush Pink,819.2,8.75,5436172131451951,06/26,144,Mastercard,purchasing@classictailorsllc.com,165.92.217.39,it,7168.0,"5040 Industrial Pkwy, Suite 329, Textile City, TX 77351"
456 - 208970,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Urban Outfitters Inc. Inc,Polyester Taffeta,100% Polyester,Mustard Yellow,766.6,4.5,1022526771196421,06/27,286,Discover,purchasing@urbanoutfittersinc.inc.com,135.211.170.36,it,3449.7,"4128 Industrial Pkwy, Suite 206, Textile City, TX 78429"
662 - 621249,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Classic Tailors Group,Merino Wool,100% Merino Wool,Navy Blue,259.0,35.0,9689313503058721,01/28,469,Mastercard,purchasing@classictailorsgroup.com,230.215.124.54,de,9065.0,"1015 Industrial Pkwy, Suite 392, Textile City, TX 76128"
220 - 829578,AM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Global Apparel Corp Partners,Organic Cotton,100% Organic Cotton,Crimson Red,731.16,8.75,5019179202521310,10/32,933,Discover,purchasing@globalapparelcorppartners.com,47.153.240.106,it,6397.65,"5626 Industrial Pkwy, Suite 237, Textile City, TX 75108"
393 - 216671,AM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Global Apparel Corp LLC,Canvas,100% Heavy Cotton,Black,131.2,11.0,8206678498436241,09/29,228,Mastercard,purchasing@globalapparelcorpllc.com,112.94.39.210,it,1443.2,"7774 Industrial Pkwy, Suite 254, Textile City, TX 77565"
768 - 773071,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Vogue Trends Ltd Group,Merino Wool,100% Merino Wool,Emerald Green,849.95,35.0,5634111595034281,02/27,711,Visa,purchasing@voguetrendsltdgroup.com,175.16.123.69,en,29748.25,"9440 Industrial Pkwy, Suite 299, Textile City, TX 75367"
677 - 928611,PM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Global Apparel Corp Inc,Denim,100% Cotton,Black,1204.3,12.5,1405468356521568,02/30,926,Mastercard,purchasing@globalapparelcorpinc.com,134.19.148.42,de,15053.75,"7687 Industrial Pkwy, Suite 50, Textile City, TX 75764"
835 - 342818,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Vogue Trends Ltd Inc,Organic Cotton,100% Organic Cotton,Charcoal Grey,843.35,8.75,7254596063399129,11/29,199,Visa,purchasing@voguetrendsltdinc.com,216.44.255.25,es,7379.31,"5239 Industrial Pkwy, Suite 96, Textile City, TX 77421"
